Training Step,Steps,Reward
0,45.154999999999994,0.01
25000,37.79,0.635
50000,44.665000000000006,0.625
75000,49.709999999999994,0.53
100000,58.855,0.595
125000,44.735,0.725
150000,42.39,0.76
175000,38.15,0.675
200000,46.575,0.765
225000,49.0,0.725
250000,40.255,0.735
275000,45.510000000000005,0.6749999999999999
300000,41.16,0.73
325000,41.66000000000001,0.71
350000,45.975,0.74
375000,49.309999999999995,0.725
400000,46.02499999999999,0.6749999999999999
425000,39.83,0.7349999999999999
450000,42.964999999999996,0.7599999999999999
475000,47.97500000000001,0.6649999999999999
500000,41.660000000000004,0.685
