seed,Reward,Value Error
0,-25000.0,80224.79926866549
1,-25000.0,81999.10282030051
2,-25000.0,91806.90387423136
3,-25000.0,53449.42683844427
4,-25000.0,55976.40307723249
5,-25000.0,63260.28551979561
6,-25000.0,100770.37702862422
7,-25000.0,57850.363988751174
8,-25000.0,67300.83676812476
9,-25000.0,59743.492654802976
